1.0742e+05,1.2605e+05
1.6241e+05,1.7394e+05
3.7069e+05,3.913e+05
4.2621e+05,4.3746e+05
5.0361e+05,5.2711e+05
1.0338e+06,1.0513e+06
1.0884e+06,1.0992e+06
1.2982e+06,1.3199e+06
1.3545e+06,1.3661e+06
1.4331e+06,1.4605e+06
