1.0876e+05,1.2812e+05
1.538e+05,1.71e+05
1.9742e+05,2.1827e+05
2.3966e+05,2.5971e+05
2.8279e+05,3.0356e+05
3.2719e+05,3.4853e+05
3.7085e+05,3.9042e+05
4.1307e+05,4.331e+05
4.5793e+05,4.8046e+05
5.0341e+05,5.2449e+05
5.479e+05,5.7139e+05
5.9294e+05,6.1258e+05
6.358e+05,6.5240e+05
6.7921e+05,6.9997e+05
7.2487e+05,7.4309e+05
7.7324e+05,7.9304e+05
8.1548e+05,8.3021e+05
8.5981e+05,8.7454e+05
9.0235e+05,9.1997e+05
9.4645e+05,9.6457e+05
9.8924e+05,1.0107e+06
1.0334e+06,1.0542e+06
1.077e+06,1.0958e+06
1.1187e+06,1.1401e+06
1.1644e+06,1.1872e+06
1.2095e+06,1.2318e+06
1.254e+06,1.2745e+06
1.2988e+06,1.3195e+06
1.3418e+06,1.362e+06
1.3851e+06,1.4059e+06
1.4307e+06,1.4469e+06
