85904,90222
96331,1.0593e+05
1.3202e+05,1.3637e+05
1.425e+05,1.4787e+05
1.7518e+05,1.9128e+05
2.1972e+05,2.242e+05
2.2914e+05,2.3591e+05
2.6102e+05,2.6501e+05
2.7177e+05,2.8015e+05
3.0544e+05,3.095e+05
3.1589e+05,3.2565e+05
3.4942e+05,3.5347e+05
3.5967e+05,3.6925e+05
3.9339e+05,3.9715e+05
4.0285e+05,4.0962e+05
4.3418e+05,4.3932e+05
4.4571e+05,4.5614e+05
4.8195e+05,4.859e+05
4.9178e+05,4.9746e+05
5.2596e+05,5.304e+05
5.3628e+05,5.4544e+05
5.7194e+05,5.7613e+05
5.809e+05,5.8678e+05
6.1453e+05,6.1963e+05
6.2514e+05,6.338e+05
6.5806e+05,6.6304e+05
6.683e+05,6.7726e+05
7.0236e+05,7.0748e+05
7.132e+05,7.1851e+05
7.5002e+05,7.5505e+05
7.6164e+05,7.6902e+05
7.946e+05,7.9938e+05
8.0485e+05,8.1456e+05
8.3728e+05,8.422e+05
8.4828e+05,8.5421e+05
8.809e+05,8.8547e+05
8.9181e+05,8.979e+05
9.2541e+05,9.304e+05
9.3524e+05,9.425e+05
9.6802e+05,9.7314e+05
9.7847e+05,9.8825e+05
1.0123e+06,1.017e+06
1.0227e+06,1.0303e+06
1.0544e+06,1.0586e+06
1.064e+06,1.0757e+06
1.0985e+06,1.1029e+06
1.1076e+06,1.1169e+06
1.1413e+06,1.1459e+06
1.1527e+06,1.1632e+06
1.1877e+06,1.1926e+06
1.1979e+06,1.207e+06
1.2321e+06,1.2373e+06
1.2429e+06,1.253e+06
1.2778e+06,1.2818e+06
1.2877e+06,1.2966e+06
1.3201e+06,1.325e+06
1.3304e+06,1.3405e+06
1.3642e+06,1.3692e+06
1.3738e+06,1.3843e+06
1.4075e+06,1.4122e+06
1.418e+06,1.4288e+06
1.4565e+06,1.4626e+06
1.4691e+06,1.4749e+06
